district,name,picture,href
Ohio 2,Brad Wenstrup,https://en.wikipedia.org/wiki/wiki/Brad_Wenstrup,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Brad_Wenstrup_official_%28cropped%29.jpg/75px-Brad_Wenstrup_official_%28cropped%29.jpg
Ohio 3,Joyce Beatty,https://en.wikipedia.org/wiki/wiki/Joyce_Beatty,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Joyce_Beatty_congressional_portrait_114th_Congress_%28cropped%29.jpg/75px-Joyce_Beatty_congressional_portrait_114th_Congress_%28cropped%29.jpg
Ohio 4,Jim Jordan,https://en.wikipedia.org/wiki/wiki/Jim_Jordan_(American_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Jim_Jordan_official_photo%2C_114th_Congress_%28cropped%29.jpg/75px-Jim_Jordan_official_photo%2C_114th_Congress_%28cropped%29.jpg
Ohio 5,Bob Latta,https://en.wikipedia.org/wiki/wiki/Bob_Latta,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Bob_Latta_Official_Portrait_Congress_%28cropped%29.jpg/75px-Bob_Latta_Official_Portrait_Congress_%28cropped%29.jpg
Ohio 6,Bill Johnson,https://en.wikipedia.org/wiki/wiki/Bill_Johnson_(Ohio_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Bill_Johnson%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg/75px-Bill_Johnson%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg
Ohio 7,Bob Gibbs,https://en.wikipedia.org/wiki/wiki/Bob_Gibbs,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Bob_Gibbs%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg/75px-Bob_Gibbs%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg
Ohio 8,Warren Davidson,https://en.wikipedia.org/wiki/wiki/Warren_Davidson,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Warren_Davidson_Congressional_Portrait_ca2017_%28cropped%29.jpg/75px-Warren_Davidson_Congressional_Portrait_ca2017_%28cropped%29.jpg
Ohio 9,Marcy Kaptur,https://en.wikipedia.org/wiki/wiki/Marcy_Kaptur,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Marcy_Kaptur_Wikipedia_%28cropped%29.jpg/75px-Marcy_Kaptur_Wikipedia_%28cropped%29.jpg
Ohio 10,Mike Turner,https://en.wikipedia.org/wiki/wiki/Mike_Turner,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Congressman_Mike_Turner_%28cropped%29.jpg/75px-Congressman_Mike_Turner_%28cropped%29.jpg
Ohio 11,Marcia Fudge,https://en.wikipedia.org/wiki/wiki/Marcia_Fudge,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Marcia_Fudge_116th_Congress_photo_%28cropped%29.jpg/75px-Marcia_Fudge_116th_Congress_photo_%28cropped%29.jpg
Ohio 12,Troy Balderson,https://en.wikipedia.org/wiki/wiki/Troy_Balderson,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Troy_Balderson%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Troy_Balderson%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Ohio 13,Tim Ryan,https://en.wikipedia.org/wiki/wiki/Tim_Ryan_(Ohio_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Rep._Tim_Ryan_Congressional_Head_Shot_2010_%28cropped_3%29.jpg/75px-Rep._Tim_Ryan_Congressional_Head_Shot_2010_%28cropped_3%29.jpg
Ohio 14,David Joyce,https://en.wikipedia.org/wiki/wiki/David_Joyce_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/David_Joyce_%28cropped%29.jpg/75px-David_Joyce_%28cropped%29.jpg
Ohio 15,Steve Stivers,https://en.wikipedia.org/wiki/wiki/Steve_Stivers,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Steve_Stivers%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg/75px-Steve_Stivers%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg
Ohio 16,Anthony Gonzalez,https://en.wikipedia.org/wiki/wiki/Anthony_Gonzalez,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Anthony_Gonzalez%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg/75px-Anthony_Gonzalez%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg
Oklahoma 1,Kevin Hern,https://en.wikipedia.org/wiki/wiki/Kevin_Hern,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Rep._Kevin_Hern_official_photo%2C_116th_congress_%28cropped%29.jpg/75px-Rep._Kevin_Hern_official_photo%2C_116th_congress_%28cropped%29.jpg
Oklahoma 2,Markwayne Mullin,https://en.wikipedia.org/wiki/wiki/Markwayne_Mullin,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Markwayne_Mullin_official_photo_%28cropped%29.jpg/75px-Markwayne_Mullin_official_photo_%28cropped%29.jpg
Oklahoma 3,Frank Lucas,https://en.wikipedia.org/wiki/wiki/Frank_Lucas_(Oklahoma_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Frank_Lucas_%28cropped%29.jpg/75px-Frank_Lucas_%28cropped%29.jpg
Oklahoma 4,Tom Cole,https://en.wikipedia.org/wiki/wiki/Tom_Cole,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Tom_Cole_official_congressional_photo_%28cropped%29.jpg/75px-Tom_Cole_official_congressional_photo_%28cropped%29.jpg
Oklahoma 5,Kendra Horn,https://en.wikipedia.org/wiki/wiki/Kendra_Horn,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Kendra_Horn_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Kendra_Horn_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Oregon 1,Suzanne Bonamici,https://en.wikipedia.org/wiki/wiki/Suzanne_Bonamici,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Suzanne_Bonamici_%28cropped%29.jpg/75px-Suzanne_Bonamici_%28cropped%29.jpg
Oregon 2,Greg Walden,https://en.wikipedia.org/wiki/wiki/Greg_Walden,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Greg_Walden_official_photo_%28cropped_2%29.jpg/75px-Greg_Walden_official_photo_%28cropped_2%29.jpg
Oregon 3,Earl Blumenauer,https://en.wikipedia.org/wiki/wiki/Earl_Blumenauer,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Earlblumenauer.jpeg/75px-Earlblumenauer.jpeg
Oregon 4,Peter DeFazio,https://en.wikipedia.org/wiki/wiki/Peter_DeFazio,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Peter_DeFazio_official_photo_%28cropped%29.jpg/75px-Peter_DeFazio_official_photo_%28cropped%29.jpg
Oregon 5,Kurt Schrader,https://en.wikipedia.org/wiki/wiki/Kurt_Schrader,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Kurt_Schrader_official_photo_%28cropped%29.jpg/75px-Kurt_Schrader_official_photo_%28cropped%29.jpg
Pennsylvania 1,Brian Fitzpatrick,https://en.wikipedia.org/wiki/wiki/Brian_Fitzpatrick_(American_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Brian_Fitzpatrick_official_congressional_photo_%28cropped%29.jpg/75px-Brian_Fitzpatrick_official_congressional_photo_%28cropped%29.jpg
Pennsylvania 2,Brendan Boyle,https://en.wikipedia.org/wiki/wiki/Brendan_Boyle,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Brendan_Boyle_House_Portrait_%28cropped%29.jpg/75px-Brendan_Boyle_House_Portrait_%28cropped%29.jpg
Pennsylvania 3,Dwight Evans,https://en.wikipedia.org/wiki/wiki/Dwight_Evans_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Dwight_Evans_official_portrait_%28cropped%29.jpg/75px-Dwight_Evans_official_portrait_%28cropped%29.jpg
Pennsylvania 4,Madeleine Dean,https://en.wikipedia.org/wiki/wiki/Madeleine_Dean,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Madeleine_Dean%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Madeleine_Dean%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Pennsylvania 5,Mary Gay Scanlon,https://en.wikipedia.org/wiki/wiki/Mary_Gay_Scanlon,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Mary_Gay_Scanlon%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Mary_Gay_Scanlon%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Pennsylvania 6,Chrissy Houlahan,https://en.wikipedia.org/wiki/wiki/Chrissy_Houlahan,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Chrissy_Houlahan%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Chrissy_Houlahan%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Pennsylvania 7,Susan Wild,https://en.wikipedia.org/wiki/wiki/Susan_Wild,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Susan_Wild%2C_Official_Portrait%2C_115th_Congress_%28cropped%29.jpg/75px-Susan_Wild%2C_Official_Portrait%2C_115th_Congress_%28cropped%29.jpg
Pennsylvania 8,Matt Cartwright,https://en.wikipedia.org/wiki/wiki/Matt_Cartwright,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Matt_Cartwright%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg/75px-Matt_Cartwright%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg
Pennsylvania 9,Dan Meuser,https://en.wikipedia.org/wiki/wiki/Dan_Meuser,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Rep._Dan_Meuser_official_photo%2C_116th_congress_%28cropped%29.jpg/75px-Rep._Dan_Meuser_official_photo%2C_116th_congress_%28cropped%29.jpg
Pennsylvania 10,Scott Perry,https://en.wikipedia.org/wiki/wiki/Scott_Perry_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Scott_Perry%2C_official_portrait%2C_116th_congress_%28cropped%29.jpg/75px-Scott_Perry%2C_official_portrait%2C_116th_congress_%28cropped%29.jpg
Pennsylvania 11,Lloyd Smucker,https://en.wikipedia.org/wiki/wiki/Lloyd_Smucker,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Lloyd_Smucker_official_congressional_photo_%28cropped%29.jpg/75px-Lloyd_Smucker_official_congressional_photo_%28cropped%29.jpg
Pennsylvania 12,Fred Keller,https://en.wikipedia.org/wiki/wiki/Fred_Keller_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Fred_Keller%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Fred_Keller%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Pennsylvania 13,John Joyce,https://en.wikipedia.org/wiki/wiki/John_Joyce_(American_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/John_Joyce%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-John_Joyce%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Pennsylvania 14,Guy Reschenthaler,https://en.wikipedia.org/wiki/wiki/Guy_Reschenthaler,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Guy_Reschenthaler%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Guy_Reschenthaler%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Pennsylvania 15,Glenn Thompson,https://en.wikipedia.org/wiki/wiki/Glenn_Thompson_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Glennthompson_%28cropped%29.jpg/75px-Glennthompson_%28cropped%29.jpg
Pennsylvania 16,Mike Kelly,https://en.wikipedia.org/wiki/wiki/Mike_Kelly_(Pennsylvania_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Mike_Kelly%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg/75px-Mike_Kelly%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg
Pennsylvania 17,Conor Lamb,https://en.wikipedia.org/wiki/wiki/Conor_Lamb,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Conor_Lamb%2C_Official_Portrait%2C_115th_Congress_%28cropped%29.jpg/75px-Conor_Lamb%2C_Official_Portrait%2C_115th_Congress_%28cropped%29.jpg
Pennsylvania 18,Mike Doyle,https://en.wikipedia.org/wiki/wiki/Michael_F._Doyle,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Michael_F._Doyle_113th_Congress.jpg/75px-Michael_F._Doyle_113th_Congress.jpg
Rhode Island 1,David Cicilline,https://en.wikipedia.org/wiki/wiki/David_Cicilline,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/David_Cicilline_official_photo_%28cropped%29.jpg/75px-David_Cicilline_official_photo_%28cropped%29.jpg
Rhode Island 2,James Langevin,https://en.wikipedia.org/wiki/wiki/James_Langevin,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/James_Langevin_official_portrait_%28cropped%29.jpg/75px-James_Langevin_official_portrait_%28cropped%29.jpg
South Carolina 1,Joe Cunningham,https://en.wikipedia.org/wiki/wiki/Joe_Cunningham_(American_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Joe_Cunningham%2C_Official_Porrtait%2C_116th_Congress_%28cropped%29.jpg/75px-Joe_Cunningham%2C_Official_Porrtait%2C_116th_Congress_%28cropped%29.jpg
South Carolina 2,Joe Wilson,https://en.wikipedia.org/wiki/wiki/Joe_Wilson_(American_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Joe_Wilson_official_congressional_photo_%28cropped%29.jpg/75px-Joe_Wilson_official_congressional_photo_%28cropped%29.jpg
South Carolina 3,Jeff Duncan,https://en.wikipedia.org/wiki/wiki/Jeff_Duncan_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Jeff_Duncan%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg/75px-Jeff_Duncan%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg
South Carolina 4,William Timmons,https://en.wikipedia.org/wiki/wiki/William_Timmons,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/William_Timmons%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-William_Timmons%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
South Carolina 5,Ralph Norman,https://en.wikipedia.org/wiki/wiki/Ralph_Norman,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Ralph_Norman_official_photo_%28cropped%29.jpg/75px-Ralph_Norman_official_photo_%28cropped%29.jpg
South Carolina 6,Jim Clyburn,https://en.wikipedia.org/wiki/wiki/Jim_Clyburn,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Jim_Clyburn_official_portrait_116th_Congress_%28cropped%29.jpg/75px-Jim_Clyburn_official_portrait_116th_Congress_%28cropped%29.jpg
South Carolina 7,Tom Rice,https://en.wikipedia.org/wiki/wiki/Tom_Rice,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Tom_Rice%2C_Official_Portrait%2C_113th_Congress_%28cropped%29.jpg/75px-Tom_Rice%2C_Official_Portrait%2C_113th_Congress_%28cropped%29.jpg
South Dakota at-large,Dusty Johnson,https://en.wikipedia.org/wiki/wiki/Dusty_Johnson,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Dusty_Johnson%2C_official_portrait%2C_116th_congress_%28cropped%29.jpg/75px-Dusty_Johnson%2C_official_portrait%2C_116th_congress_%28cropped%29.jpg
Tennessee 1,Phil Roe,https://en.wikipedia.org/wiki/wiki/Phil_Roe_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Phil_Roe_official_photo_%28cropped%29.jpg/75px-Phil_Roe_official_photo_%28cropped%29.jpg
Tennessee 2,Tim Burchett,https://en.wikipedia.org/wiki/wiki/Tim_Burchett,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Rep._Tim_Burchett_official_photo%2C_116th_congress_%28cropped%29.jpg/75px-Rep._Tim_Burchett_official_photo%2C_116th_congress_%28cropped%29.jpg
Tennessee 3,Chuck Fleischmann,https://en.wikipedia.org/wiki/wiki/Chuck_Fleischmann,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Chuck_Fleischmann_official_photo_%28cropped%29.jpg/75px-Chuck_Fleischmann_official_photo_%28cropped%29.jpg
Tennessee 4,Scott DesJarlais,https://en.wikipedia.org/wiki/wiki/Scott_DesJarlais,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Scott_DesJarlais%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg/75px-Scott_DesJarlais%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg
Tennessee 5,Jim Cooper,https://en.wikipedia.org/wiki/wiki/Jim_Cooper,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Jim_Cooper%2C_Official_Portrait%2C_ca2013_%28cropped%29.jpg/75px-Jim_Cooper%2C_Official_Portrait%2C_ca2013_%28cropped%29.jpg
Tennessee 6,John Rose,https://en.wikipedia.org/wiki/wiki/John_Rose_(Tennessee_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/John_Rose%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-John_Rose%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Tennessee 7,Mark E. Green,https://en.wikipedia.org/wiki/wiki/Mark_E._Green,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Mark_Green%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg/75px-Mark_Green%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg
Tennessee 8,David Kustoff,https://en.wikipedia.org/wiki/wiki/David_Kustoff,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Kustoff_Official_Headshot_%28cropped%29.jpg/75px-Kustoff_Official_Headshot_%28cropped%29.jpg
Tennessee 9,Steve Cohen,https://en.wikipedia.org/wiki/wiki/Steve_Cohen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Stevecohen.jpeg/75px-Stevecohen.jpeg
Texas 1,Louie Gohmert,https://en.wikipedia.org/wiki/wiki/Louie_Gohmert,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Louie_Gohmert_official_congressional_photo_%28cropped%29.jpg/75px-Louie_Gohmert_official_congressional_photo_%28cropped%29.jpg
Texas 2,Dan Crenshaw,https://en.wikipedia.org/wiki/wiki/Dan_Crenshaw,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Dan_Crenshaw%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Dan_Crenshaw%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Texas 3,Van Taylor,https://en.wikipedia.org/wiki/wiki/Van_Taylor,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Van_Taylor%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Van_Taylor%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Texas 5,Lance Gooden,https://en.wikipedia.org/wiki/wiki/Lance_Gooden,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Lance_Gooden%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Lance_Gooden%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Texas 6,Ron Wright,https://en.wikipedia.org/wiki/wiki/Ron_Wright_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Ron_Wright%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg/75px-Ron_Wright%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg
Texas 7,Lizzie Pannill Fletcher,https://en.wikipedia.org/wiki/wiki/Lizzie_Pannill_Fletcher,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Lizzie_Fletcher%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg/75px-Lizzie_Fletcher%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg
Texas 8,Kevin Brady,https://en.wikipedia.org/wiki/wiki/Kevin_Brady,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Kevin_Brady_official_photo_%28cropped%29.jpg/75px-Kevin_Brady_official_photo_%28cropped%29.jpg
Texas 9,Al Green,https://en.wikipedia.org/wiki/wiki/Al_Green_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Al_Green_Official_%28cropped_2%29.jpg/75px-Al_Green_Official_%28cropped_2%29.jpg
Texas 10,Michael McCaul,https://en.wikipedia.org/wiki/wiki/Michael_McCaul,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Michael_McCaul_official_photo_%28cropped_2%29.jpg/75px-Michael_McCaul_official_photo_%28cropped_2%29.jpg
Texas 11,Mike Conaway,https://en.wikipedia.org/wiki/wiki/Mike_Conaway,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Mike_Conaway_official_congressional_photo_%28cropped%29.jpg/75px-Mike_Conaway_official_congressional_photo_%28cropped%29.jpg
Texas 12,Kay Granger,https://en.wikipedia.org/wiki/wiki/Kay_Granger,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Kay_Granger_%28cropped%29.jpg/75px-Kay_Granger_%28cropped%29.jpg
Texas 13,Mac Thornberry,https://en.wikipedia.org/wiki/wiki/Mac_Thornberry,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Mac_Thornberry%2C_Official_Portrait%2C_111th_Congress_%28cropped%29.jpg/75px-Mac_Thornberry%2C_Official_Portrait%2C_111th_Congress_%28cropped%29.jpg
Texas 14,Randy Weber,https://en.wikipedia.org/wiki/wiki/Randy_Weber,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Randy_Weber_official_congressional_photo_%28cropped%29.jpg/75px-Randy_Weber_official_congressional_photo_%28cropped%29.jpg
Texas 15,Vicente Gonzalez,https://en.wikipedia.org/wiki/wiki/Vicente_Gonzalez_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Vicente_Gonzalez_115th_congress_photo_%28cropped%29.jpg/75px-Vicente_Gonzalez_115th_congress_photo_%28cropped%29.jpg
Texas 16,Veronica Escobar,https://en.wikipedia.org/wiki/wiki/Veronica_Escobar,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Veronica_Escobar_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Veronica_Escobar_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Texas 17,Bill Flores,https://en.wikipedia.org/wiki/wiki/Bill_Flores,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Bill_Flores%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg/75px-Bill_Flores%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg
Texas 18,Sheila Jackson Lee,https://en.wikipedia.org/wiki/wiki/Sheila_Jackson_Lee,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/SheilaJackson.JPG/75px-SheilaJackson.JPG
Texas 19,Jodey Arrington,https://en.wikipedia.org/wiki/wiki/Jodey_Arrington,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Jodey_Arrington_115th_congress_photo_%28cropped%29.jpg/75px-Jodey_Arrington_115th_congress_photo_%28cropped%29.jpg
Texas 20,Joaquin Castro,https://en.wikipedia.org/wiki/wiki/Joaquin_Castro,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Joaquin_Castro%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg/75px-Joaquin_Castro%2C_official_portrait%2C_113th_Congress_%28cropped%29.jpg
Texas 21,Chip Roy,https://en.wikipedia.org/wiki/wiki/Chip_Roy,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Chip_Roy%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg/75px-Chip_Roy%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg
Texas 22,Pete Olson,https://en.wikipedia.org/wiki/wiki/Pete_Olson,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Pete_Olson_official_congressional_photo_%28cropped%29.jpg/75px-Pete_Olson_official_congressional_photo_%28cropped%29.jpg
Texas 23,Will Hurd,https://en.wikipedia.org/wiki/wiki/Will_Hurd,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Willhurd_%28cropped%29.jpg/75px-Willhurd_%28cropped%29.jpg
Texas 24,Kenny Marchant,https://en.wikipedia.org/wiki/wiki/Kenny_Marchant,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Kenny_Marchant_Official_%28cropped%29.jpg/75px-Kenny_Marchant_Official_%28cropped%29.jpg
Texas 25,Roger Williams,https://en.wikipedia.org/wiki/wiki/Roger_Williams_(American_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Roger_Williams_official_congressional_photo_%28cropped%29.jpg/75px-Roger_Williams_official_congressional_photo_%28cropped%29.jpg
Texas 26,Michael C. Burgess,https://en.wikipedia.org/wiki/wiki/Michael_C._Burgess,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Michael_Burgess_official_photo_%28cropped%29.jpg/75px-Michael_Burgess_official_photo_%28cropped%29.jpg
Texas 27,Michael Cloud,https://en.wikipedia.org/wiki/wiki/Michael_Cloud,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Michael_Cloud%2C_Official_Portrait%2C_115th_Congress_%28cropped%29.jpg/75px-Michael_Cloud%2C_Official_Portrait%2C_115th_Congress_%28cropped%29.jpg
Texas 28,Henry Cuellar,https://en.wikipedia.org/wiki/wiki/Henry_Cuellar,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Henry_Cuellar%2C_official_portrait%2C_115th_congress_%28cropped%29.jpg/75px-Henry_Cuellar%2C_official_portrait%2C_115th_congress_%28cropped%29.jpg
Texas 29,Sylvia Garcia,https://en.wikipedia.org/wiki/wiki/Sylvia_Garcia,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Sylvia_Garcia%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Sylvia_Garcia%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Texas 30,Eddie Bernice Johnson,https://en.wikipedia.org/wiki/wiki/Eddie_Bernice_Johnson,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Eddie_Bernice_Johnson_official_portrait_116th_Congress_%28cropped%29.jpg/75px-Eddie_Bernice_Johnson_official_portrait_116th_Congress_%28cropped%29.jpg
Texas 31,John Carter,https://en.wikipedia.org/wiki/wiki/John_Carter_(Texas_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Rep._John_Carter_%28cropped%29.jpg/75px-Rep._John_Carter_%28cropped%29.jpg
Texas 32,Colin Allred,https://en.wikipedia.org/wiki/wiki/Colin_Allred,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Colin_Allred%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Colin_Allred%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Texas 33,Marc Veasey,https://en.wikipedia.org/wiki/wiki/Marc_Veasey,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Marc_Veasey_official_photo_%28cropped%29.jpg/75px-Marc_Veasey_official_photo_%28cropped%29.jpg
